412.48,-6.08,-0.94,-2.83,0.09,32.00,-32.00,-32.00,32.00,-9.07,-1.40,-30.79,-1.57,13.27,-3.27,3.04,-2.66,4.21,-8.12,2.58,5.53,1.58,-0.93,-0.06,0.36,-1.75,-0.40,-5.12,32.00,-32.00,-32.00
410.87,16.07,-3.72,4.27,-1.85,-3.89,-0.44,-0.42,4.32,7.64,-5.79,4.82,-24.03,32.00,2.15,12.84,9.00,16.23,-12.83,3.98,0.16,1.95,8.99,32.00,32.00,2.37,-2.43,-0.21,-0.25,0.53,-8.85
401.37,5.17,2.98,2.53,1.13,3.71,5.08,13.96,25.07,7.89,4.32,1.88,2.18,-0.70,-1.14,-1.39,-1.19,7.58,-9.90,-32.00,-32.00,-32.00,-6.18,6.84,-0.99,-6.03,-2.19,3.52,7.70,-6.97,32.00
386.71,4.65,-5.47,-16.12,8.38,0.91,-2.23,-6.63,-18.06,0.47,-5.78,0.62,8.81,0.05,-6.68,-2.41,0.59,1.00,0.79,-2.47,-1.11,6.00,-1.61,1.06,-5.25,-8.36,2.11,0.13,-29.95,-4.86,4.04
430.12,-0.39,5.12,-0.48,-7.33,7.75,-2.04,-1.56,-4.19,0.91,1.18,-32.00,4.06,0.71,7.23,2.08,-4.66,-2.95,-32.00,32.00,-9.95,-6.93,-1.19,-3.64,-6.77,-23.91,-15.65,-8.85,-2.40,5.69,3.41
428.44,1.08,3.68,-0.87,-32.00,-32.00,-32.00,0.28,3.11,-11.78,9.12,-3.92,5.73,-5.04,-3.76,-1.99,24.29,0.05,-5.50,-2.22,-0.46,-0.80,-1.78,0.47,3.12,32.00,32.00,-32.00,-32.00,0.06,9.18
411.74,23.96,2.94,-4.48,-6.75,4.59,-32.00,0.89,7.60,-1.17,0.50,32.00,-18.23,-0.37,-5.23,-7.14,9.77,-2.32,1.45,2.10,-25.03,-10.72,0.10,-0.24,-3.32,-2.88,1.07,1.05,-1.33,-4.74,-32.00
415.06,-12.81,25.98,-0.69,-3.04,8.96,-32.00,-4.02,8.00,0.98,1.00,-2.09,3.09,0.92,3.06,15.13,32.00,-18.40,0.18,2.08,-18.04,-1.06,-0.98,0.25,-1.76,7.67,32.00,5.23,-9.53,-0.05,-25.32
419.49,-1.58,4.18,-1.91,4.99,-16.21,4.27,-0.10,11.13,1.36,-1.55,15.73,-32.00,-16.20,-3.93,4.26,10.86,1.88,-0.80,1.39,0.16,-4.11,-32.00,11.37,9.90,-12.04,19.03,2.98,0.34,-0.75,-5.56
406.35,7.49,1.16,32.00,-2.01,4.06,2.83,4.40,1.28,10.63,1.39,-0.28,1.34,-0.76,-6.89,-1.58,0.15,7.79,7.90,-4.39,1.35,-5.71,-32.00,9.36,5.95,0.68,2.57,-15.26,-2.47,1.40,10.67
418.40,2.40,-5.04,4.52,-2.07,4.77,1.00,1.79,-32.00,20.95,1.69,3.47,-8.79,-5.07,32.00,1.87,-5.59,0.40,32.00,5.12,11.68,0.93,-0.58,1.41,1.40,0.87,-4.04,-7.23,-2.80,-32.00,32.00
429.04,32.00,1.32,-2.92,-0.45,0.09,-3.74,32.00,2.64,6.98,-0.11,32.00,0.95,-2.40,3.00,23.81,-9.17,3.21,-3.20,10.11,6.58,2.63,-32.00,9.33,2.15,2.77,-1.66,-1.18,8.15,-8.68,-1.58
413.42,-32.00,-16.01,2.44,3.23,0.50,1.64,1.52,-8.99,-7.62,0.60,-17.12,-4.31,-0.40,-3.51,-1.81,4.35,3.96,-0.57,-1.44,0.95,13.99,-13.88,-15.83,-2.31,2.76,-1.52,7.63,15.15,-32.00,-32.00
408.02,10.73,4.07,14.02,-11.00,1.80,2.85,8.38,5.91,0.50,-8.66,-0.15,-0.21,0.26,5.47,3.70,-1.28,-2.47,32.00,-20.74,-32.00,13.65,6.92,1.54,0.78,-2.92,6.74,-6.79,-0.16,-0.97,-32.00
423.33,-7.70,-3.44,1.88,-32.00,0.99,2.60,-1.20,-0.09,32.00,-2.64,9.60,-3.74,-0.10,-0.19,-4.20,-32.00,-32.00,-32.00,-14.99,-0.16,-0.81,-1.79,-7.25,7.42,1.97,-8.77,-15.89,-1.49,2.97,-32.00
404.97,-6.97,-32.00,-15.92,-1.26,1.72,7.34,-1.13,-4.09,8.88,-32.00,-2.40,-2.00,-0.30,-0.17,-7.89,-17.00,5.84,-5.19,-2.38,5.62,1.99,2.97,0.02,3.21,-32.00,32.00,-0.74,0.83,-8.15,0.77
427.12,-19.95,-11.82,-1.47,-0.27,1.48,9.74,7.03,-3.83,-0.79,1.09,32.00,32.00,7.23,6.21,-32.00,0.88,2.38,-0.09,-1.53,18.54,-10.54,2.29,-4.24,0.52,6.66,-4.06,-32.00,-32.00,-0.09,-0.82
406.49,-12.13,-2.00,-6.47,13.26,1.68,0.79,18.44,-1.38,1.71,-1.72,-1.00,-9.67,-10.76,0.34,-11.95,4.92,-23.90,-1.02,4.14,-2.33,0.60,-0.30,-6.48,0.64,4.43,-32.00,0.84,-1.76,3.26,1.84
416.43,22.07,-9.85,3.07,8.77,4.79,4.83,0.21,0.54,-2.03,32.00,-6.06,4.92,-12.45,6.98,-6.14,8.90,-4.93,-10.28,1.97,-0.04,-9.05,1.09,3.41,3.06,-5.53,-7.18,-2.94,-2.77,-7.84,5.57
406.67,32.00,-0.24,-2.87,1.03,5.40,-7.73,0.17,-1.28,0.05,-5.46,3.89,2.76,2.85,9.48,-0.08,-3.79,3.85,2.62,-31.26,11.38,7.19,4.74,6.03,-3.23,-32.00,1.64,-6.51,-1.48,-0.90,-32.00
413.98,1.36,2.64,5.57,3.91,1.35,-0.85,0.49,5.49,0.02,-3.60,5.43,-18.66,-2.96,-2.20,13.16,4.74,-2.11,32.00,-11.99,-2.03,-0.43,8.77,1.29,0.40,-5.17,-32.00,-32.00,-7.92,-2.45,12.28
417.98,-21.07,32.00,-0.15,13.06,12.37,-0.65,-1.70,-6.35,4.59,-1.15,0.81,-2.59,-10.15,0.21,-2.26,0.08,32.00,6.03,-1.65,-5.11,1.03,1.78,32.00,16.03,1.96,4.93,-1.37,6.35,0.49,25.89
408.00,-32.00,32.00,-3.96,32.00,32.00,11.02,-0.46,3.16,-16.20,-30.77,-3.63,-0.42,-1.65,1.60,-1.23,3.75,-2.61,-4.01,0.84,15.67,-8.14,-3.97,-0.71,-1.06,-4.70,-0.74,3.69,-5.87,-0.75,-10.14
408.46,-9.99,4.79,0.16,1.69,-0.90,0.77,3.01,-5.17,-32.00,-2.85,4.09,8.84,-3.51,4.82,9.45,1.60,-6.50,2.37,0.46,32.00,14.08,32.00,-2.45,-1.73,18.17,-3.92,-2.89,2.34,-0.18,10.12
419.54,-0.52,3.10,32.00,-32.00,-3.45,4.14,1.02,-23.24,-6.45,-0.56,-3.16,7.34,-8.92,-2.18,2.25,-8.91,-11.77,2.89,-0.60,0.12,-4.56,32.00,15.14,1.95,-0.33,1.05,14.99,-1.20,-1.51,-8.92
400.84,2.98,3.69,-2.39,-8.23,4.54,0.55,-8.25,13.65,1.73,5.89,-7.20,-0.26,-0.11,-28.78,32.00,-12.41,0.79,1.46,3.67,-7.64,7.11,5.04,3.71,-10.73,-3.22,-3.97,1.83,-0.03,-1.94,1.57
396.93,32.00,-32.00,30.05,32.00,-2.27,1.11,-21.93,1.39,-0.25,0.33,-4.77,7.99,0.62,-29.41,17.02,-32.00,-7.70,2.00,-1.83,-1.68,1.10,2.69,-8.16,-3.12,0.38,-1.01,3.44,-2.31,4.93,2.82
403.22,32.00,-12.18,3.24,2.21,1.46,15.67,-1.97,6.32,1.86,14.27,-10.17,1.95,4.37,0.14,1.10,6.73,32.00,-1.05,8.97,-4.69,-0.17,0.49,-0.37,1.18,-3.50,-1.78,-32.00,8.44,0.69,4.22
410.62,14.97,-24.88,32.00,2.23,-2.49,0.53,2.66,-3.50,-0.69,-32.00,-2.61,1.05,-8.80,-3.81,-32.00,5.38,23.30,0.40,-4.02,2.15,0.65,-3.82,32.00,10.67,2.21,-1.02,-0.68,1.49,3.30,-0.35
402.01,32.00,32.00,-1.17,4.42,-13.01,2.18,-0.50,-32.00,23.97,-27.57,32.00,2.07,0.70,2.46,0.93,2.87,-0.60,1.21,-1.26,3.77,2.06,4.91,-1.92,-7.45,-2.08,4.05,-2.98,-22.99,-3.85,-32.00
