6.05,-21.57,-45.13,-11.17,43.23,-29.23,-35.47,-13.62,0.63,17.92,-12.24,22.95,-5.59,47.03,-12.02,-58.89,-74.07,-9.64,-15.45,-22.59,-15.05
4.80,-17.34,8.19,11.53,6.32,13.46,-37.67,-5.48,60.86,-14.05,25.49,58.40,23.78,36.98,-27.12,9.37,-28.67,37.47,-6.86,5.38,1.38
6.05,8.73,-8.53,-49.49,53.57,-48.14,-5.65,29.67,8.49,-12.20,-6.10,-24.62,40.73,35.13,-46.26,-14.78,25.63,-23.10,6.60,-63.39,-10.71
4.09,-19.45,32.59,-12.41,-27.24,28.95,-34.29,1.62,-36.48,-22.31,-34.94,22.49,38.27,-6.83,-16.66,-12.50,8.42,3.32,-45.62,-5.13,18.27
4.73,-20.68,59.27,-1.23,-12.12,-49.87,14.66,0.51,-23.12,-24.09,-64.95,-0.14,17.25,-18.00,16.53,16.44,-4.56,5.02,10.28,17.82,-34.20
6.18,-15.63,8.55,17.44,22.07,17.30,13.91,-32.35,-58.04,9.10,-0.48,12.62,2.90,70.83,31.92,-2.14,42.73,-69.08,41.81,-5.89,-5.92
4.78,21.43,45.79,32.58,43.34,-25.88,41.30,18.47,0.83,-15.45,-14.95,-23.47,9.67,15.45,-43.05,-20.36,22.42,16.75,7.54,16.87,-46.76
5.61,-36.22,-32.49,2.22,21.49,-11.30,8.89,2.77,6.16,-57.24,24.48,-8.17,-10.32,-7.33,-52.30,29.06,51.18,28.63,-45.94,-0.56,-46.23
7.20,35.98,-20.19,-24.59,-23.26,46.65,2.11,-68.81,-11.11,-42.22,23.27,44.91,29.68,35.45,-28.80,0.25,-6.28,-10.57,14.92,-69.19,49.32
4.98,-0.44,19.51,5.14,-3.69,14.17,-21.24,47.25,44.13,-14.30,2.66,8.97,-51.82,-10.80,18.66,-32.38,18.47,25.97,-23.07,-54.31,-40.92
6.66,-23.52,-23.92,37.69,24.77,-14.12,-6.65,17.58,-29.41,-9.11,37.14,-28.63,3.79,-89.14,18.88,-7.44,47.25,-17.35,48.18,48.05,-15.87
5.11,-4.64,9.24,22.85,-2.96,46.36,-20.30,15.08,44.39,19.58,14.21,10.82,29.31,61.73,-38.29,26.02,2.29,15.98,-56.16,0.37,-10.89
6.52,-28.39,31.55,-64.66,-2.53,31.14,-21.43,-16.63,7.09,-48.89,84.28,-22.87,-24.78,4.01,24.06,30.60,32.70,0.51,-7.53,30.73,9.14
6.48,-27.39,48.07,1.00,21.45,17.52,41.44,5.21,26.57,-5.41,8.87,-2.95,5.55,47.18,49.39,-36.30,-1.10,-67.77,-23.37,-14.10,64.52
6.32,-8.73,-7.10,26.53,-29.83,-25.34,-57.84,-5.17,-70.71,5.68,37.05,-6.74,29.93,51.63,8.37,10.45,35.18,2.49,-10.59,36.04,-51.88
4.60,-12.55,50.15,7.01,-29.68,6.24,34.85,24.88,8.58,0.46,27.19,56.39,35.18,4.10,-7.19,-9.31,36.46,17.01,30.72,-27.28,15.12
5.85,-81.99,-7.92,-24.40,-8.41,-41.52,10.55,14.74,-6.40,-11.54,43.17,13.01,-5.96,-6.72,16.67,4.21,-10.76,-20.85,-30.28,18.54,-74.06
6.65,28.59,43.27,31.41,-1.12,19.67,7.10,0.76,25.22,-76.83,20.02,-7.44,0.38,24.37,-15.02,-45.38,-17.64,-19.09,68.60,-56.75,-4.99
5.82,22.81,-5.86,27.28,26.47,-30.76,-38.91,-9.77,-7.40,18.25,0.52,-4.59,-31.28,-9.82,67.13,33.72,74.99,19.73,31.56,-22.82,-8.00
6.05,1.31,46.45,57.05,11.37,18.13,-9.01,-17.31,-0.09,2.60,-14.78,27.80,-4.95,4.55,-6.89,-40.50,64.45,-27.49,-34.33,-35.66,62.18
5.84,17.25,22.38,-27.44,-17.05,-0.66,15.58,23.82,-9.25,29.62,-2.75,39.04,-55.35,-4.47,27.45,25.45,-54.75,68.31,-19.26,-38.16,-16.03
5.43,-25.06,-14.27,59.37,24.32,24.90,13.38,7.96,4.18,-16.47,-13.65,-29.58,-39.08,-12.23,15.09,-40.52,-6.56,-6.35,37.55,-72.63,-15.15
5.67,-7.40,30.02,-25.58,-49.69,11.34,-45.72,-70.62,62.99,3.94,-19.45,-16.44,-5.54,-13.23,9.09,19.13,31.67,15.07,-18.00,23.79,-0.69
