0.49,-0.30,-0.01,0.14,-0.31,-0.06,-0.13,0.21,-0.32,0.33,-0.10
1.36,0.47,-0.20,-0.54,0.25,0.17,-0.37,-0.19,-0.71,0.10,0.16
0.83,-0.03,0.06,-0.11,-0.67,0.14,-0.02,0.04,-0.40,0.10,-0.42
0.39,0.23,0.34,-0.16,-0.35,0.06,-0.04,-0.26,-0.01,0.06,-0.05
1.67,-0.10,0.02,0.70,0.01,0.32,-0.19,0.59,0.19,0.16,-0.80
1.41,-0.23,-0.03,-0.07,-0.17,-0.32,0.36,-0.80,0.59,0.26,0.20
0.71,-0.48,0.25,0.11,0.33,-0.03,-0.21,-0.12,-0.21,-0.08,-0.42
0.78,-0.51,-0.07,-0.45,-0.20,0.21,-0.18,-0.05,-0.13,-0.38,0.16
0.66,0.11,0.17,-0.14,-0.19,-0.43,0.20,-0.50,0.29,0.07,-0.01
1.01,0.19,-0.39,0.44,0.41,0.32,-0.38,0.10,0.09,0.08,0.43
0.77,-0.13,0.17,-0.13,0.38,0.34,-0.31,0.22,-0.01,0.47,-0.30
0.51,-0.19,-0.37,-0.01,-0.26,0.30,0.01,0.05,0.25,0.28,0.19
0.77,-0.19,0.02,0.08,-0.04,-0.13,0.80,-0.09,-0.22,0.11,0.03
0.80,0.48,0.10,-0.33,-0.41,-0.32,0.08,0.27,-0.17,-0.20,0.21
1.19,0.10,-0.19,-0.05,-0.34,-0.03,-0.16,0.63,-0.29,-0.10,0.71
0.91,-0.07,0.36,-0.13,0.67,-0.28,-0.18,0.22,0.24,-0.24,-0.18
1.40,-0.45,0.41,-0.27,-0.24,0.36,-0.66,-0.01,-0.51,0.21,-0.18
0.32,-0.34,0.12,0.24,0.07,0.09,0.00,-0.09,0.11,0.16,-0.27
0.84,0.23,-0.29,0.11,0.49,-0.27,-0.22,0.22,0.20,-0.09,-0.48
1.08,0.42,0.48,0.37,0.02,-0.09,0.04,0.07,0.11,0.04,0.71
1.06,-0.01,-0.31,0.43,-0.23,0.21,-0.29,0.64,0.02,0.42,-0.08
1.28,-0.04,0.17,-0.78,0.37,-0.27,0.22,0.27,-0.50,0.14,-0.22
0.81,-0.32,0.41,-0.00,-0.06,0.12,0.08,0.11,0.48,0.13,0.50
1.38,-0.24,0.00,0.41,-0.37,-0.56,-0.20,0.76,-0.30,0.06,-0.01
1.04,-0.12,-0.40,-0.32,0.34,-0.51,0.00,0.10,-0.43,-0.41,0.12
0.80,-0.04,-0.06,-0.21,0.24,-0.11,0.66,-0.10,-0.39,0.07,-0.28
1.21,0.20,0.83,0.02,-0.18,-0.17,-0.39,-0.17,0.12,0.44,0.19
0.65,0.22,-0.04,0.09,0.35,0.10,-0.38,-0.29,-0.35,-0.33,-0.04
1.14,0.09,-0.80,0.20,0.16,0.02,-0.01,-0.28,0.17,0.47,-0.31
1.48,0.79,-0.04,0.24,-0.12,-0.60,0.15,0.29,-0.20,0.33,-0.42
