-10361.17,-339.99,500.00,-249.74,-500.00,337.44,223.97,-200.58,-500.00,381.29,500.00,500.00,46.49,234.48,-457.43,346.11,-364.06,139.38,332.60,-500.00,378.15,-335.14,500.00,-418.79,177.41,-23.00,377.21,500.00,381.68,364.19,500.00
-8916.62,500.00,361.06,-161.84,461.93,500.00,353.50,-480.19,-66.88,447.44,-294.14,500.00,-313.84,-500.00,-427.47,-338.38,271.94,300.84,-500.00,-393.84,-174.91,325.25,500.00,-228.80,500.00,379.22,500.00,-413.20,96.84,386.99,500.00
-9659.04,100.65,-432.16,-181.87,500.00,-500.00,435.96,440.85,500.00,49.73,-285.76,287.83,283.84,500.00,-288.36,500.00,-225.98,500.00,421.50,477.44,496.58,371.61,500.00,500.00,-231.75,500.00,389.67,-500.00,374.05,500.00,16.32
-8053.38,-500.00,-22.38,254.42,267.97,281.94,-479.99,-437.50,-213.22,-249.97,258.25,-500.00,394.88,-82.68,175.05,304.27,193.93,104.78,-429.37,174.13,184.88,489.83,-304.33,-188.01,493.88,236.45,-23.92,-356.41,350.66,-500.00,275.91
-7726.91,-258.02,-500.00,53.60,-397.15,-270.99,293.67,-500.00,-373.18,70.32,-176.45,500.00,397.49,500.00,-287.07,-181.93,-500.00,-500.00,-500.00,373.63,500.00,391.03,-265.39,500.00,113.33,-437.26,-185.69,-174.39,-500.00,352.81,500.00
-8297.69,-500.00,280.68,500.00,432.45,476.55,-274.05,500.00,-301.15,-425.85,-305.86,-500.00,445.75,462.92,222.34,251.21,142.23,498.08,-250.01,252.53,500.00,140.31,18.41,-343.79,-500.00,52.07,324.62,-500.00,-405.92,500.00,454.33
-9704.71,500.00,252.70,-500.00,358.94,156.57,-203.72,500.00,500.00,490.70,500.00,20.07,-95.83,-242.47,500.00,-269.65,290.17,500.00,500.00,390.30,-341.90,500.00,358.25,500.00,-246.82,500.00,-244.68,76.06,395.62,500.00,-184.37
-8686.02,315.93,500.00,401.60,24.36,43.41,-331.66,-500.00,394.16,427.14,-285.88,500.00,406.96,-386.15,-337.82,-500.00,-70.77,237.43,-500.00,-292.50,-35.57,-500.00,-94.36,500.00,-287.04,276.28,500.00,257.67,487.00,-311.80,172.60
-8847.73,-370.34,-136.86,500.00,500.00,289.50,-500.00,262.12,-500.00,372.70,-500.00,381.39,500.00,426.37,-383.60,48.16,-223.85,500.00,500.00,500.00,500.00,42.32,-405.98,-356.76,500.00,-284.83,-452.76,-155.84,54.91,239.94,500.00
-8429.11,-500.00,-431.80,326.89,500.00,244.91,-192.80,-72.94,414.16,341.17,496.30,-301.81,-458.38,500.00,500.00,-272.57,-500.00,415.88,143.91,290.65,-500.00,-421.48,34.35,175.34,285.61,17.83,-449.12,500.00,-267.65,500.00,-325.01
