3023.23,2.15,0.91,1.18,0.77,0.09,-0.99,0.32,-1.61,5.89,35.11
11126.30,-1.41,0.12,-0.08,-2.73,1.02,-2.78,1.95,1.42,0.07,0.98
13535.75,1.29,0.08,-0.90,-1.27,-2.78,2.48,-0.25,-3.20,8.72,70.92
7475.53,0.51,0.60,-0.63,-0.56,-1.67,1.22,0.52,0.82,-1.04,-6.79
12618.49,2.39,-0.01,0.55,1.82,0.76,1.08,2.03,-0.12,-2.54,-1.22
3638.36,-1.51,-1.07,1.00,1.38,-0.70,-0.46,0.36,-2.84,5.21,27.46
4362.24,-0.45,-0.16,-1.02,0.03,-0.24,-0.42,-1.53,-1.12,-2.93,5.67
5026.15,0.41,0.87,0.24,0.78,1.22,1.31,1.37,4.06,9.93,98.57
6228.50,-1.66,0.23,-0.93,0.08,2.36,-0.83,-1.29,3.14,9.30,87.44
1249.90,0.42,-0.89,0.47,0.75,0.49,1.72,1.99,2.05,6.11,37.75
7821.66,-0.85,1.96,-1.40,0.69,-0.24,0.09,-1.29,-3.29,6.30,39.60
5470.46,0.40,-0.99,2.61,1.37,0.08,1.05,-1.50,-0.69,-0.62,-0.09
3148.81,-0.03,-0.10,1.06,2.15,1.17,0.47,-1.37,1.27,5.05,24.14
7836.35,0.40,2.57,1.95,0.12,1.74,1.17,-1.94,0.46,-0.95,-1.86
7364.29,0.76,0.84,1.17,2.52,1.72,2.19,1.59,-1.07,-1.35,-2.70
7770.37,-2.52,-0.20,0.84,1.18,0.19,-1.06,1.88,3.39,6.90,44.50
6452.26,1.29,-2.39,0.60,1.28,0.32,1.19,0.82,0.26,3.94,14.11
13796.88,-0.82,0.25,1.86,0.43,-2.36,-2.65,1.79,3.54,7.79,60.56
9306.81,0.92,0.36,-0.40,-1.55,-0.36,2.58,2.13,-2.45,4.02,17.75
4805.48,1.18,0.64,0.23,1.30,-2.32,0.75,-1.03,-0.32,0.95,-0.83
5788.51,-0.11,1.06,-0.91,2.03,-1.46,1.91,1.32,1.76,2.34,9.22
10168.86,-1.57,-1.94,-0.80,0.77,-1.34,-0.49,-1.25,-0.68,2.48,12.52
5484.11,0.17,-0.60,-1.21,-0.61,0.71,0.75,-0.33,-3.92,9.98,100.00
4332.65,-0.86,0.76,-1.84,2.15,1.65,-0.68,-1.25,1.04,4.34,17.68
6198.80,-0.26,1.62,2.25,0.67,-0.94,0.14,-1.72,2.01,9.69,92.73
6266.28,1.28,-1.26,-0.95,1.55,0.01,-0.75,-1.65,0.07,1.97,-1.10
5569.17,2.38,1.86,-0.96,1.10,1.53,2.11,2.27,3.35,9.84,100.00
4661.71,-0.35,-0.90,1.32,-0.11,1.62,-0.27,-1.53,2.54,1.68,0.53
1783.53,-1.64,0.02,1.55,1.31,1.63,0.93,0.49,1.61,3.45,10.77
6180.99,-0.68,-0.21,-1.15,-2.19,0.84,2.07,0.86,-1.11,-1.17,-1.64
