28.34,-2.20,-1.28,-1.48,-0.71,-3.27,2.06,3.64,5.53,1.12,1.42,4.91,1.82,-0.18,1.39,2.86,-0.65,-1.35,-3.46,-7.33,-0.11
24.10,10.70,-4.68,-1.70,-1.24,0.31,-0.43,-0.91,2.51,-4.42,-10.77,2.30,-1.59,2.32,0.28,-2.05,-1.59,-4.30,-0.63,1.93,5.58
32.16,-2.65,1.39,-3.65,-0.61,-4.48,1.35,-4.12,2.29,-0.72,-0.39,-0.57,8.31,-1.45,5.14,-4.47,-0.23,-1.21,3.73,5.03,11.83
24.31,-0.98,-1.32,-7.29,1.85,1.02,2.79,-4.16,5.07,5.01,2.04,-0.91,-1.15,1.88,2.37,1.74,-3.83,-4.28,-11.49,5.61,-4.31
34.33,-8.30,5.55,-1.09,-4.02,-6.29,0.98,-3.89,1.34,-0.29,1.24,2.08,-4.64,-1.04,-0.46,-1.63,1.60,2.68,-2.22,-1.61,-9.60
37.43,0.31,-0.97,-0.71,-7.34,4.34,2.57,-1.07,-1.70,-2.44,4.26,5.39,-3.90,-7.22,-7.79,-0.75,-2.24,4.72,-1.37,-1.55,2.46
32.01,2.19,-0.95,-3.75,-7.43,-1.45,5.04,-1.19,-0.11,2.67,-1.19,1.20,-1.20,5.78,3.05,1.62,4.77,-1.76,3.55,-0.21,2.83
27.61,6.14,-0.68,-4.49,5.37,-1.06,-0.86,1.68,1.57,-0.62,-5.43,-4.91,1.24,-3.92,4.96,-3.31,5.51,2.16,-1.60,1.20,-0.58
43.96,-4.38,-3.39,4.72,-1.25,-1.59,1.19,1.45,4.93,11.26,-1.47,0.92,-3.97,1.86,5.45,-10.41,-7.48,-7.03,-3.39,-0.76,-0.65
27.85,-2.26,-1.91,-0.87,4.98,11.49,-1.07,-4.11,-0.53,1.77,-1.93,2.84,7.55,4.69,2.10,-7.37,-1.44,-1.43,-0.88,-1.08,8.61
35.56,4.54,-1.33,-0.54,4.29,-0.58,-0.93,-1.95,-8.01,1.69,-0.94,-5.57,0.66,-0.45,-4.51,0.95,4.59,-0.14,-0.77,1.79,-7.35
29.44,7.72,8.47,-4.60,1.85,-1.11,1.60,2.89,2.42,-1.12,1.95,-10.68,1.22,1.91,5.78,1.08,-3.79,2.11,0.22,1.87,-3.27
40.41,-1.57,0.35,0.15,1.00,-1.34,-1.15,11.54,-7.01,2.42,-0.98,1.12,-4.04,-4.29,-0.17,-3.75,-4.57,4.37,-3.76,2.06,8.37
25.89,16.49,-0.85,1.70,-0.30,-0.58,-0.41,-2.88,0.30,1.66,-1.77,-1.86,1.88,1.25,-1.26,2.28,0.40,2.33,2.61,2.68,-0.88
40.68,1.25,3.55,-1.06,-0.77,-0.05,-1.25,-1.54,2.06,-7.91,2.40,-1.51,1.97,-7.55,-0.80,-3.16,-0.66,-1.93,13.77,5.77,2.53
36.40,0.57,-1.25,-1.54,4.63,-2.56,3.03,-4.13,-1.05,-1.21,1.85,2.80,-0.45,-1.14,-2.87,5.80,-3.67,1.56,5.92,-1.30,3.77
39.41,2.31,-0.60,-3.49,0.85,-0.93,-0.88,1.06,-7.47,-0.48,-4.43,4.91,2.32,1.69,3.08,-1.89,2.29,-6.74,5.43,-1.59,-5.50
30.87,-8.53,-3.93,-0.72,-0.08,3.94,1.33,-0.16,-0.80,0.33,2.29,-3.90,-1.21,11.17,-6.54,-0.66,-1.08,-0.94,2.12,2.06,-1.24
