8.65,0.16,0.02,0.01,0.01,0.00,0.00,0.02,0.00,0.01,-0.02
23.88,-1.00,1.01,1.03,1.05,1.11,1.23,1.53,2.28,5.18,26.86
9.53,-0.39,0.17,0.04,0.02,0.01,0.01,0.01,0.01,0.01,-0.00
1000002.38,0.98,0.97,0.93,0.88,0.78,0.63,0.41,0.17,0.00,-100.00
68.67,1.01,1.04,1.03,1.06,1.16,1.33,1.75,3.00,8.92,79.59
183.50,0.44,0.13,-0.00,0.01,0.01,-1.08,1.63,2.59,6.71,44.93
1.66,1.00,0.99,0.97,0.93,0.87,0.75,0.56,0.31,0.09,0.00
5.00,0.93,0.84,0.72,0.51,0.25,0.04,-0.00,-0.01,0.03,-0.00
1075.18,0.93,0.88,0.77,0.61,0.38,0.16,0.00,-3.08,10.00,100.00
10.01,-0.56,0.34,0.10,0.03,0.03,-0.01,-0.03,-0.00,0.04,0.00
59.00,0.65,0.40,0.18,0.02,-0.55,0.74,0.65,0.34,0.20,-0.06
10102.34,-0.94,0.90,0.81,0.68,0.46,0.21,0.03,-0.00,-9.97,100.00
1074.92,0.96,0.91,0.82,0.67,0.44,0.19,0.00,-3.08,10.00,100.00
6.03,0.83,0.68,0.46,0.20,0.02,0.00,0.02,0.01,0.01,-0.00
1000005.25,0.88,0.78,0.62,0.40,0.15,0.02,0.01,0.01,-0.00,-100.00
4.87,0.93,0.85,0.73,0.52,0.26,0.04,0.01,0.01,-0.00,0.00
3.79,0.95,0.92,0.84,0.72,0.52,0.27,0.07,0.00,0.01,0.02
10098.24,0.96,0.92,0.84,0.71,0.51,0.27,0.06,0.00,-9.97,100.00
2.70,0.98,0.98,0.94,0.88,0.77,0.58,0.35,0.11,0.01,-0.04
9.15,-0.84,0.72,0.52,0.27,0.08,-0.01,0.03,0.01,0.01,0.00
6.47,0.78,0.61,0.38,0.14,0.01,0.02,0.01,0.04,0.04,-0.01
4.24,0.95,0.91,0.82,0.67,0.45,0.20,0.00,0.01,-0.00,-0.01
7.06,0.99,0.97,0.93,0.78,0.53,0.24,-0.07,0.02,0.01,0.00
10098.95,0.93,0.87,0.76,0.58,0.34,0.11,0.00,0.00,-9.97,100.00
4.21,0.96,0.91,0.83,0.69,0.48,0.22,0.01,-0.01,-0.00,0.01
10098.00,0.96,0.93,0.87,0.75,0.58,0.35,0.12,-0.00,-9.97,100.00
2.35,0.99,0.98,0.96,0.90,0.80,0.66,0.44,0.19,0.01,0.01
0.93,1.00,1.00,1.01,1.02,1.05,1.09,1.16,1.35,1.83,3.34
10.88,1.01,1.01,1.02,1.04,1.09,1.19,1.42,2.02,4.10,16.80
3.18,1.00,1.01,1.01,1.03,1.07,1.13,1.28,1.59,2.52,6.34
