800.90,-4.77,-4.91,-2.61,10.67,0.90,1.81,-0.76,0.94,-5.11,4.61,-10.16,-6.58,0.03,-4.06,-6.81,11.60,-5.93,9.27,-10.10,-3.68
1005.46,3.26,-7.51,-4.38,-3.34,10.04,-4.46,9.02,-3.52,19.45,-0.77,-2.61,-1.76,-11.58,-1.87,2.44,-5.49,-1.06,-5.02,9.68,3.32
1091.87,4.02,1.00,8.43,-1.76,-5.72,-8.04,-1.25,-9.82,9.51,-0.44,10.59,16.26,-7.79,5.30,10.33,-8.42,-3.42,-3.83,6.53,1.68
1651.47,-4.06,-3.84,4.28,-10.42,8.80,-9.83,21.71,0.48,0.88,-5.68,-0.20,0.48,-1.38,-7.56,20.04,13.46,-5.28,-8.90,6.64,4.62
1126.87,1.87,-0.52,-3.90,-2.55,-12.95,6.62,-10.71,3.73,-21.28,3.03,1.82,-7.50,0.89,3.11,11.28,5.63,4.80,-0.29,6.65,1.61
1670.85,-1.88,1.57,-2.12,2.96,-14.74,-8.93,22.58,7.19,-4.15,0.60,4.11,19.49,-0.78,9.68,5.86,2.01,6.86,-11.26,-7.68,-3.57
1075.80,3.79,7.86,7.64,-3.11,5.83,-3.52,3.35,5.64,5.20,-3.46,6.25,-13.17,-4.93,-16.63,-3.87,-13.47,6.55,6.73,2.09,-1.12
949.28,-2.17,-5.84,-9.89,0.30,0.04,-3.16,1.38,7.52,-7.71,2.44,8.59,3.14,7.73,-15.69,-1.16,6.08,-5.34,-10.39,-10.45,-2.25
1307.41,-11.09,-3.03,0.89,2.43,-9.59,-6.20,17.81,9.73,-11.15,-6.88,3.51,17.80,4.73,-0.60,3.35,-1.43,-5.24,1.28,3.90,6.72
1233.74,4.38,-6.73,10.43,-5.19,1.81,-2.23,-11.36,2.68,-0.52,-7.46,20.64,7.15,8.33,-6.44,8.76,-8.81,5.85,-4.60,5.80,1.39
1434.08,3.43,0.63,18.76,-1.48,14.33,-2.18,-5.39,-0.02,3.45,14.07,0.25,-1.14,0.40,22.38,4.92,5.44,-1.52,-1.01,-5.64,-5.26
1090.80,-10.91,-13.75,-1.74,6.45,-5.10,-3.13,-6.89,7.05,3.46,-5.65,3.64,-1.89,3.38,-4.18,9.79,-6.39,2.60,5.26,-18.49,1.63
1039.20,-8.26,6.16,4.20,8.46,-0.53,0.24,-9.99,-17.09,0.98,4.90,1.86,5.73,-9.41,-10.57,1.56,3.34,-6.59,-7.01,-7.58,5.14
1407.95,0.54,-1.88,6.45,15.05,10.49,7.31,3.96,6.42,-19.51,9.32,5.64,-1.01,12.05,4.76,13.02,-1.08,-3.72,7.22,3.28,0.05
1276.83,-10.46,-5.16,-8.88,-8.42,-0.46,2.70,0.60,6.46,7.96,-3.41,-1.48,-5.61,6.22,-17.79,6.62,-7.01,1.25,9.37,-6.33,15.98
1475.17,0.37,16.30,4.08,-0.17,-13.64,-9.21,-22.36,4.25,4.31,1.69,-9.68,7.04,-7.40,-6.79,0.58,-5.39,6.09,1.08,-4.91,6.80
1322.41,-14.13,-3.95,-1.71,-10.77,9.61,-3.42,7.21,-4.58,-7.72,13.90,-2.14,-5.65,0.93,-9.63,-2.51,3.76,-12.28,-4.10,15.46,-1.32
1389.73,1.70,-7.26,1.18,11.24,14.03,-13.71,-6.51,5.22,-9.22,-2.24,-0.84,-0.03,1.73,-11.89,6.38,0.76,-9.67,-16.81,-5.71,8.19
1332.38,0.39,-5.00,-0.14,1.58,1.36,-10.56,3.62,9.78,-16.32,8.19,-1.07,4.02,8.09,11.86,3.58,-13.37,-6.03,-5.73,3.39,15.92
1254.41,-6.23,0.64,-4.96,-3.37,22.19,15.24,-8.05,-9.19,-4.54,8.04,6.67,-1.23,0.21,6.73,-3.72,-7.40,0.28,-3.08,-6.93,-1.46
1800.82,0.25,8.80,3.27,13.50,-11.94,-2.99,2.89,0.53,-10.18,4.27,5.13,12.35,-3.87,7.43,-15.51,-8.05,-12.10,-21.45,-6.09,-7.07
1594.75,-4.21,-9.42,-2.43,11.25,-15.82,-12.80,-1.03,7.72,-3.28,-0.26,-11.99,3.07,-0.90,20.52,6.44,7.54,-3.70,4.37,6.35,11.13
707.69,-1.67,-9.51,2.41,-5.38,-5.74,-0.63,3.15,13.23,-10.65,-7.55,-0.22,-0.32,5.83,0.51,0.20,-7.98,0.81,4.47,-1.81,8.30
1381.28,-3.74,9.82,-8.52,-3.43,-7.10,5.17,-14.29,-0.32,-7.85,7.81,-7.53,2.72,1.47,3.79,2.04,3.08,5.93,10.35,-2.24,23.26
1282.51,-11.17,-4.00,15.89,0.27,12.09,-4.05,-0.91,2.74,-1.60,9.06,2.09,13.57,-7.87,5.87,-2.05,-0.91,4.71,-5.38,-2.44,16.93
1194.18,0.68,-8.47,20.12,13.56,10.57,1.43,-11.49,2.06,3.78,-5.29,4.29,3.46,2.20,-7.35,-2.02,-9.74,-3.16,-2.73,5.87,-0.96
913.54,0.09,-5.32,-12.24,4.52,-4.18,10.01,-0.93,11.60,0.65,11.29,-2.32,-7.82,-2.92,-10.78,1.06,-7.08,-1.53,4.57,5.30,6.32
1372.77,-7.99,6.12,-5.94,-4.41,-4.99,-8.94,0.45,3.53,-14.71,-6.39,7.77,-6.55,-0.11,8.51,-6.93,0.51,8.35,-21.62,8.99,0.41
1327.98,-8.58,9.24,6.56,-2.52,7.54,-1.26,5.05,19.56,-9.14,6.30,-5.56,-3.29,-3.54,0.17,-3.58,-4.69,8.11,-11.91,-15.26,0.31
1094.99,-1.11,-10.24,4.98,2.03,-2.64,-7.58,4.69,-7.39,-2.65,4.51,-4.11,-0.07,12.21,8.44,-5.22,-11.07,19.21,-4.48,2.09,-3.34
