8.46,0.34,0.05,-0.17,-0.04,-0.04,0.04,0.03,0.04,-0.04,-1.01
13.13,-0.09,-0.19,0.18,-0.06,-0.07,0.08,0.02,0.03,0.37,-0.69
7.81,0.02,-0.07,0.01,-0.13,0.19,0.11,0.17,-0.05,0.05,-0.01
7.02,-0.21,-0.02,0.07,-0.06,0.08,0.10,-0.02,-0.05,0.03,0.89
10.64,0.05,-0.04,0.17,0.05,-0.13,-0.08,-0.03,-0.06,-0.95,0.09
11.80,0.08,-0.22,-0.11,-0.13,0.06,0.25,0.10,-0.04,-0.13,-0.10
9.90,0.10,-0.19,-0.05,0.00,0.16,0.05,-0.07,0.02,-0.11,-1.08
13.64,-1.11,-0.03,0.18,-0.15,-0.07,0.24,-0.02,0.20,-0.01,0.05
10.34,0.17,0.04,0.05,0.04,0.04,0.20,0.24,-0.13,-0.15,0.08
11.74,-0.25,0.05,0.04,0.02,-0.39,0.09,-0.01,0.16,-0.05,-0.21
7.46,-0.02,0.01,-0.01,0.06,-0.07,-0.12,0.03,-0.23,-0.09,0.21
12.13,0.07,-0.27,-0.05,-0.08,-0.16,0.10,0.07,-0.08,0.07,0.59
9.03,-0.07,-0.05,-0.08,-0.07,0.05,0.04,-0.35,-0.01,-0.14,0.09
12.37,0.42,0.02,0.14,-0.03,0.04,-0.11,-1.07,0.05,-0.03,-0.09
11.02,0.05,-0.02,-0.18,-0.15,-0.10,-0.07,-0.15,-0.01,0.24,-0.16
8.14,-0.17,-0.05,0.05,-0.04,0.01,0.01,0.00,0.90,-0.11,-0.03
8.80,1.10,-0.08,-0.03,0.11,0.01,0.14,0.07,-0.06,-0.02,-0.20
9.90,0.02,0.11,-0.03,0.12,-0.10,-0.22,0.02,0.02,0.11,-0.85
8.15,-0.09,0.02,-0.10,0.09,0.17,-0.12,-0.02,-0.15,0.10,0.09
9.23,0.12,-0.10,-0.08,-0.09,0.12,0.05,0.06,-0.25,-0.14,-0.04
10.43,-0.02,-0.16,-0.14,-0.08,-0.09,-0.02,-0.04,-0.17,0.06,-0.63
10.31,-0.10,0.21,0.02,0.08,-0.09,0.18,0.18,0.04,0.05,0.20
9.02,-0.20,-0.03,0.14,-0.03,0.02,0.19,-0.03,-0.05,-0.21,0.06
7.46,0.01,-0.06,-0.08,-0.09,-0.17,0.03,0.17,0.04,0.01,-0.18
12.07,0.09,0.03,0.16,-0.17,0.10,-0.01,0.09,0.16,-0.18,0.64
13.05,0.05,-0.30,0.16,-0.24,-0.13,0.16,0.10,0.04,-0.01,0.11
11.55,0.75,-0.03,-0.06,0.09,-0.10,-0.00,0.07,-0.11,0.28,0.27
10.14,-0.21,-0.06,-0.10,-0.04,-0.04,-0.10,-0.16,-0.14,-0.03,0.81
11.08,-0.64,-0.07,-0.09,-0.17,-0.21,0.03,-0.00,0.04,0.03,0.27
9.29,0.06,0.12,0.07,-0.11,0.03,0.02,-0.24,-0.01,0.16,0.18
