29.92,4.51,-14.11,-1.99,11.35,2.09,-1.58,-1.61,-1.29,0.87,-3.32
36.41,6.91,-1.44,2.41,-7.65,-7.99,-10.40,-4.21,1.92,-5.02,12.23
36.53,-13.49,-2.11,4.62,2.50,-0.01,4.74,-1.73,-1.31,-0.52,-18.87
25.16,-6.12,-1.33,1.49,-0.49,2.38,0.40,6.90,-0.83,4.62,-1.39
29.80,14.22,-1.44,-0.34,3.41,8.31,-1.67,5.01,5.55,-1.23,6.16
33.22,0.76,2.15,-7.53,-1.38,-1.85,-1.51,-1.42,2.35,14.33,30.09
29.52,-1.27,-2.46,-1.37,2.22,-10.29,-1.99,-4.60,1.05,-6.89,-7.40
35.79,-5.04,-1.18,5.25,-5.10,-0.63,4.23,-7.07,-4.17,-8.33,-12.92
35.26,5.38,-1.77,1.15,-3.85,7.56,1.92,-6.64,8.77,2.57,1.45
39.42,-6.59,-0.65,-4.74,4.31,-0.46,1.39,-5.54,4.32,4.69,-5.43
28.25,1.32,-0.05,0.51,-0.31,-0.95,1.93,2.42,8.05,9.47,4.36
27.75,-1.14,0.98,-4.56,5.27,4.48,-4.04,2.37,-4.06,-1.79,-17.57
26.49,3.82,-1.67,7.91,-8.13,1.94,2.25,-4.29,5.02,-3.88,-9.43
27.25,-0.04,-0.70,7.11,-3.73,-1.27,-1.62,1.40,7.86,-1.02,9.55
29.80,3.83,-4.73,-3.80,5.19,5.16,-4.17,-1.65,-6.33,-4.77,-10.50
29.07,-1.27,-8.45,1.69,-0.40,-1.40,-4.67,1.30,3.50,5.34,9.33
18.10,8.24,7.44,-4.40,-1.30,-0.71,-0.12,0.88,-3.81,-4.32,-4.22
28.73,4.78,-0.14,2.47,-1.69,5.10,-1.12,-4.19,-13.18,-2.01,-2.17
27.49,14.21,-4.47,-0.32,-3.51,1.82,4.71,-2.06,1.05,2.35,-10.74
35.42,7.46,1.56,-5.34,-1.01,8.59,1.10,-4.16,-5.72,0.18,-0.48
30.63,-4.00,4.14,11.63,-1.44,1.82,1.94,6.04,-4.74,-7.18,2.14
30.34,0.36,-1.56,-1.97,2.56,-4.36,4.31,5.79,7.50,-0.81,9.18
17.26,6.06,-0.61,-1.07,8.35,0.37,-1.57,-1.64,-0.57,1.45,0.58
38.44,4.32,-6.55,2.08,2.08,1.90,3.11,-10.78,3.90,-4.19,-16.27
33.81,6.65,-0.12,1.66,-7.43,-1.11,2.16,-3.37,-7.62,8.52,11.10
30.19,7.95,-8.81,-1.25,8.05,-1.13,-4.53,0.13,-1.09,1.06,4.50
30.01,-15.04,-6.36,2.21,-4.15,-0.83,-7.35,-1.48,5.35,-5.01,-0.83
34.49,2.03,2.29,-3.55,1.85,-2.94,-8.45,4.83,-1.21,1.26,18.62
29.76,-3.86,-0.85,-7.63,0.02,-2.14,3.22,2.42,0.92,0.17,-1.11
33.49,11.20,11.33,-1.09,2.94,-3.91,1.94,8.12,-1.43,-2.46,-6.17
