-2.28,13.02,6.47,-8.14,14.16,-2.19,-4.34,1.53,12.48,-26.77,30.00
-2.46,-7.56,-7.04,4.21,3.38,19.51,-5.44,-6.66,0.39,-12.29,-30.00
-2.36,-4.41,16.00,1.16,7.13,-5.88,2.53,10.15,-9.50,7.66,-26.11
-2.79,1.19,1.68,-7.24,3.71,15.40,-8.30,7.84,5.16,-8.89,30.00
-2.36,-7.71,-4.96,3.78,5.89,18.97,-30.00,4.77,2.01,-2.73,-9.81
-2.50,-2.00,-9.54,1.09,10.12,-11.14,-30.00,-12.94,-1.71,-4.73,7.19
-2.85,19.18,-4.12,13.25,-2.33,6.29,1.92,-4.60,5.91,2.38,-30.00
-2.37,2.85,3.39,-5.83,-30.00,-24.23,20.84,-3.71,-0.57,2.72,-6.82
-2.67,-30.00,-16.09,-1.98,13.27,11.62,-1.11,7.75,22.40,-1.65,-5.82
-2.63,12.53,20.16,8.67,11.99,17.52,-2.70,1.11,0.66,-7.72,15.44
-2.64,-6.60,1.59,-7.59,8.94,-1.30,-14.98,-0.77,-8.09,12.38,19.49
-2.36,9.81,30.00,-5.66,-0.64,14.41,-10.37,13.32,4.34,0.57,1.71
-2.34,9.15,-0.28,21.71,-5.44,10.04,-7.60,-1.52,-2.71,3.51,-30.00
-2.58,0.33,1.30,-4.03,-2.43,10.71,9.12,-5.52,15.78,9.45,9.86
-2.36,-22.83,1.26,-5.56,-10.89,-0.18,16.05,4.24,-0.57,-19.34,10.89
-2.45,3.14,-8.00,1.71,1.82,-13.12,13.32,-2.92,-13.91,7.10,5.02
-2.62,6.38,-1.67,-2.37,10.60,5.90,-0.11,1.35,2.43,-8.16,-2.87
-2.44,-15.07,14.65,-4.85,20.51,2.45,5.09,13.05,-4.98,12.65,-5.69
-2.41,18.60,0.75,4.08,-5.58,-5.22,10.06,0.63,-30.00,0.26,-1.28
-2.49,30.00,3.11,3.44,14.43,4.52,-4.15,8.00,-2.30,-11.05,12.69
-2.63,29.64,-13.79,12.89,7.43,-6.82,-7.12,5.36,-2.59,-2.95,25.31
-2.38,-30.00,2.65,-9.26,-15.39,1.24,-4.05,14.75,-3.84,15.80,-3.06
-2.65,30.00,10.73,30.00,1.20,3.49,-11.55,-1.18,-5.73,-9.64,9.85
-2.76,7.85,-7.28,-5.67,-6.56,4.38,7.76,15.98,-10.34,-4.16,0.03
-2.64,18.53,-2.21,-17.45,14.56,-5.15,11.52,-4.47,0.37,2.45,12.44
-2.57,30.00,-12.04,2.54,7.62,13.49,7.73,13.57,-2.64,-7.94,-3.38
-2.35,8.75,-2.99,2.46,-2.06,2.07,18.35,-30.00,10.96,14.63,-3.95
-3.07,-7.61,5.29,8.45,-4.53,-7.02,10.68,4.81,-7.85,8.66,30.00
-2.61,4.03,7.53,0.24,-14.39,10.96,4.82,-9.28,-2.76,6.39,13.33
-2.67,6.13,-2.36,-12.05,2.34,3.65,-1.19,-12.94,3.30,-30.00,-4.84
