131.93,8.18,-7.88,5.86,-10.66,-0.37,2.65,-1.05,-12.13,1.70,2.72,-7.06,-2.59,2.75,-0.74,-7.47,6.95,-6.05,-4.58,1.52,-1.40,0.20,1.45,-7.17,7.69,3.88,4.65,-7.89,-4.16,0.64,-0.41
135.56,-1.01,-3.99,1.44,4.42,-5.43,-0.79,2.63,-1.57,-10.20,17.18,1.05,2.25,-7.15,-1.20,17.67,-16.52,-6.35,6.01,-1.61,-1.19,-1.13,2.68,3.53,-0.46,-2.01,-0.57,-1.29,12.03,-10.47,2.67
84.57,-20.66,-5.19,-0.24,-0.12,-4.04,4.28,-4.96,0.20,-1.00,1.07,0.10,1.87,-1.68,-1.43,1.53,1.18,-2.00,-1.47,-1.98,6.58,-4.40,5.31,5.66,1.25,-4.82,8.68,5.35,-1.31,5.57,8.58
150.68,-13.93,-10.27,10.77,1.82,0.14,-10.32,-4.38,-6.47,5.88,2.66,-0.41,-3.47,-1.01,-1.09,-1.81,-19.40,-7.39,-6.71,4.40,-5.63,1.74,5.19,-0.48,-3.52,6.29,-4.61,-13.60,5.28,1.48,5.74
137.38,-4.64,1.86,-6.40,-4.34,-6.90,1.66,1.32,5.25,5.13,2.33,-3.30,12.19,1.66,3.92,8.51,6.03,-0.92,11.48,-0.49,-6.96,-7.13,-4.73,0.94,-3.51,6.14,4.99,1.99,2.19,3.65,-32.00
144.57,5.72,-12.92,6.80,-1.09,-0.24,-1.53,5.02,1.63,-4.61,3.62,-7.76,4.57,-2.44,-1.55,2.27,-4.51,1.88,2.84,15.92,-10.98,-3.95,-6.67,2.71,4.92,-4.60,-1.30,1.30,4.32,0.36,30.71
145.57,-2.07,-4.27,5.57,5.93,-8.98,-3.90,-0.70,-10.53,-4.22,2.10,-3.52,-0.56,1.34,-10.32,-4.20,-13.25,10.62,6.13,3.76,2.92,1.80,1.00,-4.59,4.68,-3.77,4.20,2.91,-4.26,-10.26,-17.91
140.60,27.02,1.29,1.15,4.93,-14.14,5.25,5.12,2.20,7.78,-1.18,-0.80,-9.84,3.35,1.45,-4.38,-1.06,-4.33,-4.97,-7.96,-11.03,8.50,2.04,-4.64,8.43,7.73,3.30,-1.72,-6.39,-5.17,-9.47
108.42,-4.01,2.01,0.06,2.49,0.98,-6.40,2.25,-0.88,-2.20,3.18,-2.47,-1.18,-9.99,4.64,2.74,-3.60,2.01,-7.27,-1.16,-10.74,5.69,14.70,-0.60,-0.49,-0.15,-0.98,11.14,2.35,4.20,3.33
132.89,2.47,0.78,-4.11,-0.42,-10.22,-13.07,1.54,-0.86,6.43,5.19,4.63,-4.51,-11.01,11.24,-16.49,-1.63,-0.48,-5.86,10.76,2.15,1.85,-3.83,-0.91,2.39,-8.24,1.07,-3.15,-1.57,-4.22,-3.47
116.41,3.23,5.14,-3.42,0.00,-2.17,-1.28,5.62,0.86,1.89,7.67,-1.70,-1.15,5.56,-11.64,5.17,2.37,2.38,13.01,14.19,4.93,-3.93,-1.58,-0.78,-4.72,5.52,-4.35,-0.88,-8.21,-0.22,7.92
109.85,-11.93,3.19,-1.15,8.89,-0.93,-0.51,11.31,1.71,-2.32,1.35,1.17,-7.57,4.57,1.69,2.12,5.05,1.95,-10.20,-4.34,0.83,0.64,5.45,3.77,-2.76,5.53,8.12,5.49,-4.40,8.54,-0.15
139.47,9.73,-1.54,-4.05,8.67,-8.02,5.21,-1.60,-6.60,-5.02,7.82,-5.17,-8.23,5.77,1.90,5.56,-3.86,8.36,9.08,-2.05,2.63,7.22,8.22,5.76,-0.71,3.35,4.88,-5.25,-0.51,2.81,-1.21
113.12,0.82,1.13,-1.04,-14.95,4.62,-0.77,-0.76,-0.04,-0.77,-0.65,9.65,11.56,-4.96,-1.17,1.64,-1.59,-7.27,-5.29,4.68,5.43,-2.91,5.78,-2.11,-2.85,-4.82,2.24,3.76,-0.59,1.06,3.86
142.11,8.45,11.31,2.15,4.92,-4.48,-0.78,-4.54,8.37,17.89,1.54,-4.66,5.76,1.85,5.80,14.71,2.36,-1.68,8.25,1.62,0.11,-1.22,-2.94,1.84,17.51,-6.32,11.03,2.52,4.59,-1.91,7.07
142.20,7.46,-6.16,-6.04,-1.50,9.06,-7.70,-0.84,-4.99,-1.39,-4.97,-0.61,-1.98,1.67,2.74,1.66,-7.37,-10.39,-1.68,1.27,-1.27,0.35,15.01,-1.22,1.39,8.62,15.44,4.32,-2.13,5.93,10.52
