32.89,21.09,-30.00,-14.61,-24.26,-4.70,13.37,-9.67,6.02,-10.35,-9.42,14.19,-30.00,-24.65,-11.89,-30.00,15.08,13.27,24.28,-23.36,30.00
32.15,23.43,-15.92,-23.50,-30.00,22.81,-30.00,14.08,19.19,-4.18,23.32,-2.19,-10.82,21.07,-3.23,-23.69,-30.00,14.01,10.27,30.00,14.65
34.70,11.13,30.00,-30.00,-13.82,0.12,3.17,5.78,13.91,0.70,-0.81,-0.87,-6.46,4.26,23.30,-23.35,-3.88,-1.35,-13.83,-5.25,3.71
33.99,-26.17,-30.00,13.72,30.00,-23.21,30.00,-11.38,1.58,2.11,-13.58,20.61,27.54,4.04,8.50,-13.90,-30.00,12.46,11.48,0.46,-19.80
36.04,8.35,-26.48,8.20,-12.18,-11.62,-1.65,-13.24,-30.00,-7.44,19.10,-20.36,18.07,-10.27,8.61,-3.61,-23.23,-4.23,-15.72,-12.48,11.36
35.39,-1.48,-14.11,11.10,8.49,-4.18,-11.28,-4.05,19.16,7.50,-0.20,-16.17,-22.84,4.05,13.52,24.61,4.20,4.95,19.80,11.91,-0.41
36.89,-13.20,11.86,-11.95,15.96,2.05,22.91,-30.00,-6.11,7.30,22.65,-17.05,3.15,27.23,-2.61,1.40,-13.79,30.00,11.47,1.23,-23.68
36.14,-21.63,10.83,21.50,-12.63,-30.00,23.93,15.77,30.00,-21.24,30.00,-13.04,30.00,23.03,30.00,12.60,-30.00,12.52,-15.84,11.63,30.00
33.72,4.59,8.44,-5.06,-15.99,-5.10,-13.86,-30.00,-23.27,9.74,25.80,-19.69,0.56,-12.55,11.30,-8.42,5.31,-22.95,30.00,-14.35,-19.64
38.65,18.67,-21.43,9.14,-10.92,-12.02,-20.46,19.49,27.45,20.00,27.43,4.89,17.65,-15.59,5.66,22.41,4.54,-6.27,-4.40,1.67,23.13
36.24,15.64,17.72,-10.03,16.62,-2.34,-3.98,17.48,-21.54,-11.18,-30.00,-10.80,9.50,22.29,-30.00,-11.42,1.69,4.59,-1.67,9.83,5.89
35.42,5.34,13.09,10.01,-30.00,23.03,23.70,30.00,-22.57,21.95,6.54,-4.00,-27.89,0.44,0.61,-20.25,3.28,22.81,-30.00,24.56,20.01
35.37,-30.00,23.63,-16.21,17.21,-3.21,-5.49,-27.77,6.69,10.59,5.84,9.93,14.39,-30.00,-12.38,30.00,14.16,-1.59,15.30,-23.92,4.98
32.90,-7.42,11.59,20.11,3.79,0.57,19.80,-3.59,-13.27,-30.00,20.89,-7.57,0.35,7.65,-14.94,23.43,-30.00,23.29,-30.00,-12.36,30.00
37.21,13.91,-14.70,-18.94,-10.09,-3.86,-10.20,-13.44,-30.00,-9.19,0.82,20.40,-25.40,-13.33,30.00,-23.26,-15.43,7.06,2.48,19.38,6.33
30.53,-7.27,-11.69,6.60,22.21,30.00,13.35,29.36,-15.86,-0.77,6.08,-12.71,-30.00,-13.84,30.00,13.94,14.11,-8.99,-21.94,23.45,-30.00
33.10,-30.00,-22.34,9.04,-4.23,11.36,-9.04,-17.60,-15.18,30.00,12.67,20.20,1.03,11.70,26.61,-17.84,22.42,30.00,-13.83,-30.00,-12.88
35.50,17.12,10.15,-13.12,-19.39,-13.09,-18.99,-14.12,-2.55,-16.41,1.84,-11.14,16.06,11.96,0.88,20.99,11.92,-26.48,13.39,20.14,-2.25
33.65,10.91,17.49,8.36,-11.79,16.59,27.89,1.53,16.70,23.65,14.05,15.12,6.79,19.06,20.80,30.00,-22.60,-15.88,-23.82,30.00,23.75
33.97,-1.33,-9.10,-27.37,25.25,-12.04,-30.00,13.90,-24.65,30.00,-23.68,-30.00,13.63,-4.21,-6.31,-19.41,-7.79,12.51,-30.00,11.54,-4.62
33.29,-23.94,2.35,-6.85,4.62,-13.21,30.00,-14.76,-0.84,-3.66,0.50,-11.41,-12.86,24.02,1.31,24.54,-30.00,-23.57,4.03,19.88,-4.03
33.12,10.22,-13.52,30.00,23.67,-1.17,19.32,12.64,30.00,-14.96,17.61,-15.73,5.30,23.23,17.41,-16.50,22.43,5.78,-9.91,3.24,4.99
