16336242688.00,69.92,68.22,-45.89,31.61,-25.98,34.98,30.81,57.27,11.78,15.64,9.77,59.85,49.74,38.89,60.69,24.96,15.96,-61.14,9.94,-30.27,45.78,18.55,-37.47,2.54,50.66,-17.91,71.06,10.71,-58.09,-42.30
11966103552.00,-63.17,22.15,20.75,-14.97,63.76,45.83,-37.21,-60.29,14.88,21.93,-48.96,67.47,-35.75,-0.80,13.30,-21.34,67.18,37.55,48.28,-26.39,6.04,-44.98,-15.92,-43.71,38.28,-29.70,-20.92,7.84,13.28,100.00
18835787776.00,-34.49,-14.98,8.71,-84.15,42.20,35.75,-11.34,47.04,-22.21,-89.36,-73.69,18.53,2.44,47.13,-24.77,5.43,-6.75,-34.53,0.81,-5.69,-12.92,-13.21,4.30,0.30,-19.52,-1.76,61.40,-34.38,-55.10,-100.00
13647429632.00,-42.00,3.13,16.23,-29.79,31.96,-54.65,-26.89,-30.10,-43.92,-44.15,-62.31,51.48,-89.01,29.41,-14.59,-13.88,-59.54,47.76,-16.88,-22.75,9.54,1.35,-20.65,-22.78,-4.82,15.79,-51.84,-35.97,-2.63,-14.95
17823959040.00,-55.24,50.33,36.03,18.41,-42.50,23.27,-7.91,-65.51,-10.62,100.00,-63.66,13.35,-26.70,-41.42,53.70,1.25,-21.50,18.57,-26.95,25.34,-13.82,-34.83,-1.73,-20.97,-4.82,-12.73,0.73,50.91,24.80,37.95
14306306048.00,4.71,-33.97,-0.50,-38.73,-2.65,-1.61,54.01,25.08,-21.09,29.74,-6.82,61.08,40.34,30.46,-73.21,-64.73,-46.40,-54.95,59.08,-34.41,-0.36,-26.17,53.48,-45.27,-57.46,30.66,29.40,-58.63,22.65,-100.00
14116076544.00,-39.67,-41.78,68.98,23.08,-2.90,30.05,35.57,-45.96,-49.88,-45.07,-9.95,16.95,26.87,-27.52,-54.60,-21.19,-11.85,-54.20,43.81,-23.94,-83.72,15.69,58.12,13.25,54.05,41.16,21.24,-26.12,-17.70,66.62
11315394560.00,-41.95,-49.86,-27.34,42.28,20.58,-27.09,-1.15,30.99,-25.55,36.76,-42.86,73.97,29.49,-5.22,-27.53,-17.81,77.39,12.11,29.84,-49.71,3.05,-55.86,-15.62,14.35,1.78,23.29,4.96,-54.31,18.99,-100.00
12609190912.00,-67.17,50.66,79.74,-14.45,-3.90,-74.73,35.24,-18.21,17.88,-46.09,15.30,-1.67,-24.59,35.25,16.69,12.84,9.90,-7.20,14.22,-5.34,-19.05,-26.65,-26.34,44.28,4.62,-58.44,40.77,-27.37,-25.71,-14.79
16687276032.00,10.09,-17.90,19.09,-56.29,25.43,-49.28,-12.66,-36.88,-9.36,10.18,56.26,20.28,46.92,45.41,45.57,-46.89,-40.15,88.24,-7.40,25.32,17.32,23.58,56.80,10.87,35.25,-60.43,71.39,10.10,-49.17,62.51
18154418176.00,-17.89,-18.57,-33.97,11.00,-13.74,34.54,-5.23,70.47,-46.46,-14.00,34.93,-21.34,66.54,-18.77,-23.31,0.92,-83.74,54.30,12.96,49.85,-39.98,-48.39,28.18,31.88,-66.44,-59.79,64.57,-31.81,-39.88,41.84
12117576704.00,-9.68,-17.45,8.84,2.21,27.04,-14.65,-26.29,0.63,-58.06,-13.61,34.61,16.35,2.31,-15.31,-49.40,48.72,-26.86,39.77,-38.99,5.07,-85.17,48.11,-9.92,-58.30,-0.12,-16.34,-60.36,18.80,52.68,-22.22
13826132992.00,42.26,-20.59,51.41,-52.09,-81.51,-26.37,22.30,21.97,33.46,-13.93,-14.31,-16.43,54.67,-26.37,-64.01,53.66,-34.02,48.05,38.78,8.36,21.28,-50.35,44.07,31.28,3.74,-26.25,11.20,-65.48,20.36,100.00
18475038720.00,-21.56,61.90,43.98,-9.40,46.58,18.70,25.84,-11.65,61.73,-4.24,31.80,-23.35,-38.13,10.70,-63.04,75.55,45.12,44.69,-25.58,81.00,62.37,52.24,-50.84,35.42,31.18,-6.89,-2.07,41.89,-56.44,-72.64
15466747904.00,-8.62,31.66,-38.40,-19.73,-4.89,-43.75,-46.74,1.10,8.47,-17.41,4.66,27.49,26.94,4.86,24.24,51.28,27.31,-76.75,4.20,-64.66,-75.93,-40.60,-8.85,45.04,-79.18,31.59,-2.70,17.45,0.60,43.35
18723207168.00,48.22,-15.95,35.38,-10.15,95.12,-14.69,-46.16,12.35,25.57,-4.91,79.77,22.88,8.39,11.87,21.13,30.42,39.62,-68.55,53.55,22.52,1.61,33.52,-13.80,-19.83,-13.17,-61.92,10.02,31.87,37.71,93.66
16349534208.00,53.54,-26.26,75.22,-45.61,-54.41,-60.96,40.13,22.54,-29.38,-5.73,-14.10,-4.08,24.11,16.94,7.94,12.62,4.71,-30.78,45.16,18.88,-7.55,-78.62,74.39,37.15,-24.91,-49.77,-2.19,-50.38,42.47,-100.00
14057605120.00,-27.91,-75.35,61.21,41.63,-41.38,31.54,-26.00,-0.30,53.64,13.47,8.30,-62.66,-55.50,22.67,-12.90,20.09,63.57,34.92,-9.80,35.55,47.39,46.28,-31.38,-6.52,-37.03,57.71,-27.77,-8.74,-55.68,-63.93
20411408384.00,-51.86,9.79,0.84,40.48,-29.24,50.88,8.58,38.52,19.77,-14.52,-46.64,-30.21,91.09,-71.51,15.55,69.58,37.56,-22.39,-38.70,31.94,27.10,-37.65,-4.90,-22.71,72.00,-3.46,60.04,-35.19,56.87,79.82
18958897152.00,-100.00,-25.35,-19.61,22.76,-48.53,-8.27,-38.35,29.19,-34.65,-14.61,-2.26,3.91,-29.40,-34.33,55.12,-29.65,77.48,-9.82,27.60,39.78,-17.67,-55.51,-9.09,26.28,61.81,-35.53,-16.23,5.75,20.52,4.10
17081904128.00,19.50,4.41,54.51,100.00,-22.81,5.23,10.02,31.17,-14.42,-19.76,18.83,-35.37,2.24,-54.54,48.67,34.03,52.89,44.52,-21.47,-68.68,16.77,13.66,17.18,-20.65,27.09,-53.80,20.50,22.06,-3.33,19.96
13906362368.00,-12.97,-22.10,-25.95,11.75,7.00,-23.20,19.74,53.00,-50.40,-21.77,25.18,-10.33,-24.05,-19.72,64.58,3.49,-18.83,-34.03,3.82,-56.95,44.04,23.87,29.10,47.02,52.70,-10.40,84.72,13.88,-69.83,-82.66
